index	label	sentence	POS	w_index	target	word_sense	definition	metaphor_flag	target_domain	tenor
cdb-fragment02 445	1	"In spite of the rain , the earth was still as hard as iron ."	NOUN	13	iron	a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood		1	iron	extreme hardness and unyielding texture of the earth despite rain
cdb-fragment02 446	1	"A sheet of rain had come down then , a hard , gusty shower , while they were laying the squares of turf back in place , and Adam had said something about the rain making the grass grow quickly , the rain being on their side ."	NOUN	1	sheet	any broad thin expanse or surface		1	sheet	"a continuous, heavy downpour of rain"
cdb-fragment02 446	1	"A sheet of rain had come down then , a hard , gusty shower , while they were laying the squares of turf back in place , and Adam had said something about the rain making the grass grow quickly , the rain being on their side ."	NOUN	46	side	a place within a region identified relative to a center or reference location		1	alliance	being beneficial or favorable to their efforts (in helping the grass grow)
cdb-fragment02 452	1	Adam closed the front door and stood there for a moment as if he could not wrench himself away .	NOUN	16	wrench	a jerky pulling movement		1	force	emotionally difficult to detach or pull away from a situation or feeling
cdb-fragment02 462	1	The drift had become a tunnel of overgrowth that dripped water on to the roof of the van .	NOUN	5	tunnel	"a passageway through or under something, usually underground (especially one for trains or cars)"		1	tunnel	"a narrow, enclosed path formed by dense vegetation, evoking confinement and obscured passage through the overgrown drift"
cdb-fragment02 464	1	"At the top they came out into uncompromising , bright grey light , the bleak , hedgeless lane , the flat meadows where here and there stunted trees squatted like old men in cloaks ."	NOUN	31	men	an adult person who is male (as opposed to a woman)		1	men	"stunted trees that appear bent or hunched, evoking the image of aged, weather-beaten figures enduring harsh conditions"
cdb-fragment02 506	1	"Sitting alone , he lit his cigarette , the first of the day , and there came that faint swimming in the head , a tautening of the gut ."	NOUN	19	swimming	the act of swimming; :		1	swimming	"a light-headed, dizzy sensation caused by nicotine upon smoking the first cigarette of the day"
cdb-fragment02 508	1	"If it comes to light that I was in that house with Adam and the others , he thought with cold clarity , if someone tells the papers , or the police and thence the papers , that I was there during the summer of 1976 , living there , it will be all up with me ."	NOUN	4	light	public awareness		1	light	public awareness or discovery of hidden information
cdb-fragment02 519	1	"I shall sit here and wait and sweat it out and look the facts in the face , trying to anticipate the worst that can happen ."	NOUN	7	sweat	use of physical or mental energy; hard work		1	liquid	endure anxiety or stress while waiting for an outcome
cdb-fragment02 519	1	"I shall sit here and wait and sweat it out and look the facts in the face , trying to anticipate the worst that can happen ."	NOUN	16	face	the front of the human head from the forehead to the chin and ear to ear		1	face	confront the reality of a difficult situation directly and courageously
cdb-fragment04 856	1	"Beyond that worst happening you think there can be nothing , the unimaginable has taken place , and on the other side is death , destruction , the end ."	NOUN	21	side	a place within a region identified relative to a center or reference location		1	side	"the aftermath or consequences following a catastrophic event, particularly the point beyond which existence as we know it ceases, implying a transition into total annihilation or the end of life"
cdb-fragment04 856	1	"Beyond that worst happening you think there can be nothing , the unimaginable has taken place , and on the other side is death , destruction , the end ."	NOUN	28	end	the point in time at which something ends		1	journey	"the ultimate conclusion or cessation of existence, implying a finality beyond which nothing continues"
cdb-fragment04 857	1	"But the worst happens and you reel from it , you stagger , the shock is enormous , and then you begin to recover ."	NOUN	6	reel	a lively dance of Scottish Highlanders; marked by circular moves and gliding steps		1	physical movement	emotional distress or psychological shock following a traumatic event
cdb-fragment04 857	1	"But the worst happens and you reel from it , you stagger , the shock is enormous , and then you begin to recover ."	NOUN	14	shock	the feeling of distress and disbelief that you have when something bad happens accidentally		1	blow	the intense emotional impact and psychological distress experienced after a traumatic or unexpected event
cdb-fragment04 858	1	"You rally , you stand up and face it ."	NOUN	7	face	the feelings expressed on a person's face		1	surface	confront or deal with a challenge directly
cdb-fragment04 871	1	"The passages it cancelled had , in any case , as in certain programmes , not been lost but stored on some limbo disc from whence they must now be retrieved ."	NOUN	22	limbo	an imaginary place for lost or neglected things		1	limbo	"a temporary, inaccessible storage location for deleted or archived data"
cdb-fragment04 883	1	"But there had been no spirit in him , the shock of what his father told him had been too great ."	NOUN	10	shock	the feeling of distress and disbelief that you have when something bad happens accidentally		1	blow	the overwhelming emotional impact of the father's revelation that drained his vitality or emotional resilience
cdb-fragment04 892	1	His own terrible fear and anger had communicated itself to his father and shown him what the better part of valour was : keeping silent .	NOUN	18	part	something determined in relation to something that includes it		1	body	a wise or prudent choice in the face of danger or conflict
cdb-fragment04 893	1	"Having put the cat among the pigeons , made mischief in his special way , he was lying low now and waiting ."	NOUN	3	cat	feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats		1	cat	"a disruptive or provocative agent causing chaos or alarm among a group of people (the ""pigeons"")"
cdb-fragment04 893	1	"Having put the cat among the pigeons , made mischief in his special way , he was lying low now and waiting ."	NOUN	6	pigeons	wild and domesticated birds having a heavy body and short legs		1	pigeons	people or a group in a state of calm or order who are suddenly thrown into confusion or alarm
cdb-fragment04 913	1	Lewis 's subdued air had changed to one of high good humour .	NOUN	3	air	a distinctive but intangible quality surrounding a person or thing		1	atmosphere	emotional demeanor or mood
cdb-fragment04 974	1	"He found himself encouraging , fostering , the scenario illusion ."	NOUN	8	scenario	a postulated sequence of possible events		1	scenario	"a hypothetical or imagined situation that feels real but is illusory, possibly representing false hopes or delusions that the subject is actively nurturing"
cdb-fragment04 975	1	"Only thus , only by pretending unreality , pretending this was a part he acted , could he go on , cross the wild , shaggy grass , go past the black-branched cedar tree , arrive at the porch set in its four Doric columns and insert his key in the lock ."	NOUN	12	part	an actor's portrayal of someone in a play		1	role	a psychological or emotional facade used to distance oneself from reality in order to endure a difficult situation
clp-fragment01 776	1	The return is actually in the improved human resource but this is not readily measurable in terms which accountants use .	NOUN	1	return	the income or profit arising from such transactions as the sale of land or other property		1	harvest	"the benefits or positive outcomes derived from investing in human resource development, which are not easily quantifiable using standard financial accounting measures"
clp-fragment01 777	1	"There have been two attempts to reduce human resources to this form of measurement ( Giles and Robinson , 1972 ) ."	NOUN	8	resources	available source of wealth; a new or reserve supply that can be drawn upon when needed		1	resources	"people or workforce in an organization being treated as quantifiable, expendable assets rather than individuals"
clp-fragment01 777	1	"There have been two attempts to reduce human resources to this form of measurement ( Giles and Robinson , 1972 ) ."	NOUN	13	measurement	the act or process of assigning numbers to phenomena according to a rule		1		
clp-fragment01 778	1	One is to acquire a human asset multiplier for each level of staff .	NOUN	6	asset	a useful or valuable quality		1	financial resource	a person whose value contributes to organizational success
clp-fragment01 785	1	The most serious consequence of the accountancy view of man-power is that high level policy decision-making does not give this factor sufficient weight .	NOUN	7	view	a way of regarding situations or topics etc.		1	vision	"a particular conceptual framework or perspective that reduces human value to quantifiable, economic terms in management and policy decisions"
clp-fragment01 785	1	The most serious consequence of the accountancy view of man-power is that high level policy decision-making does not give this factor sufficient weight .	NOUN	22	weight	the relative importance granted to something		1	physical weight	the degree of importance or influence given to manpower in high-level policy decision-making
clp-fragment01 786	1	"For example , the main board of a company will have complete details of cost and values of physical resources such as buildings and equipment but relatively scanty data about the man-power which is their most important asset ."	NOUN	37	asset	a useful or valuable quality		1	financial resource	human capital or workforce as a valuable component of a company's success
clp-fragment01 790	1	"The obsession , of current management , with measurement and the reduction of every variable to numbers for ease of computer manipulation has worsened the situation ."	NOUN	11	reduction	the act of decreasing or reducing something		1	physical compression	oversimplification of complex phenomena into quantifiable data
clp-fragment01 801	1	For most purposes a rectangular distribution is the most desirable because it provides the appropriate mix of youthful enthusiasm and ageing experience .	NOUN	5	distribution	"the spatial or geographic property of being scattered about over a range, area, or volume"		1	shape	the age composition or demographic spread of a group of people
clp-fragment01 801	1	For most purposes a rectangular distribution is the most desirable because it provides the appropriate mix of youthful enthusiasm and ageing experience .	NOUN	15	mix	an event that combines things in a mixture		1	cooking	a balanced combination of different age groups in a population or organization that contributes diverse qualities like enthusiasm and experience
clp-fragment01 807	1	"Some peaks of demand can be dealt with by using consultants , but they tend to be expensive and do not always fit well with ill-defined but important factors such as the favoured style of the organisation ."	NOUN	1	peaks	the highest level or degree attainable; the highest stage of development		1	mountains	periods of highest demand in a business or organizational context
clp-fragment01 808	1	In well ordered systems it may be possible to calculate the length of in-house experience required to achieve the required level of expertise in particular topics and compare this with the lead time for particular product requirements .	NOUN	11	length	the property of being the extent of something from beginning to end		1	distance	duration or amount of time required to gain expertise
clp-fragment01 809	1	Given time available to train new staff it is not necessary to keep more than a nucleus in that particular expertise .	NOUN	16	nucleus	a small group of indispensable persons or things		1	nucleus	a small core group of essential experts needed to maintain and transfer specialized knowledge
clp-fragment01 812	1	"This not only provides flexibility in the use of man-power , it also improves communication ."	NOUN	4	flexibility	the quality of being adaptable or variable		1	physical flexibility	the ability to adapt or adjust manpower usage in response to changing needs or circumstances
clp-fragment01 814	1	Size provides a cushion to the vicissitudes of markets but it creates other problems .	NOUN	3	cushion	a mechanical damper; absorbs energy of sudden impulses		1	cushion	protection or buffer against financial or market fluctuations
clp-fragment01 852	1	"The reader is required to follow a series of steps which might , for example , introduce a change in the performance of a complex system ."	NOUN	9	steps	any maneuver made as part of progress toward a goal		1	steps	a sequence of procedural actions or instructions required to achieve a change in system performance
clp-fragment01 853	1	Normally routines are single chains of instructions although it is possible to have some conditional branching .	NOUN	4	chains	a series of things depending on each other as if linked together		1	chains	"sequences of instructions in a program that are executed in a linear, dependent order"
clp-fragment01 858	1	"No great skill or intellectual effort is required , which is one way of saying that the human operator is being under-used , but the purpose of a routine is usually to avoid common human error such as omitting a step or reversing steps ."	NOUN	40	step	any maneuver made as part of progress toward a goal		1	step	a procedural action or operation in a sequence of tasks
clp-fragment01 898	1	"The maintenance section should indicate what , if anything , the operator is expected to do and the symptoms which indicate that more specialist maintenance skills are required ."	NOUN	18	symptoms	(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease		1	medicine	indicators or signs of a problem in a system or process that suggest the need for specialized maintenance intervention
crs-fragment01 6	1	This chapter is an account of the way they perceived attempts to develop integrated provision for under fives and the barriers in attitudes and systems which were encountered .	NOUN	20	barriers	any condition that makes it difficult to make progress or to achieve an objective		1	physical obstacles	challenges in attitudes and systems that hindered the development of integrated provision for under-fives
crs-fragment01 10	1	"The fourth section examines the formidable barriers that were posed by reorganisation of social services , local authority cuts and the demise of the Inner London Education Authority ."	NOUN	6	barriers	any condition that makes it difficult to make progress or to achieve an objective		1	walls	"the significant challenges and obstacles created by the reorganization of social services, local authority funding cuts, and the abolition of the Inner London Education Authority that hindered progress in the sector"
crs-fragment01 10	1	"The fourth section examines the formidable barriers that were posed by reorganisation of social services , local authority cuts and the demise of the Inner London Education Authority ."	NOUN	21	demise	the time when something ends		1	death	the abolition or dissolution of an institution (the Inner London Education Authority)
crs-fragment01 11	1	The chapter concludes with a mixture of resignation and determination .	NOUN	5	mixture	a collection containing a variety of sorts of things		1	mixture	a complex emotional state combining resignation and determination
crs-fragment01 21	1	Since 1983 numbers at the Beacon continued to fall as it was increasingly seen as a resource for children with severe and multiple disabilities .	NOUN	16	resource	a source of aid or support that may be drawn upon when needed		1	reservoir	an institution or service providing support and care for children with severe and multiple disabilities
crs-fragment01 45	1	Because of their early contact with parents they often had considerable influence in steering parents towards specialist provision .	NOUN	13	steering	the act of guiding or showing the way		1	navigation	guiding or influencing parents' decisions toward specialist provision
crs-fragment01 53	1	"Instead , for a number of reasons , it proved to be a key step in the development of the debate about integration in Islington ."	NOUN	14	step	any maneuver made as part of progress toward a goal		1	step	a significant action or development that contributed to the progression of the debate about integration in Islington
crs-fragment01 69	1	Parents wanted to be part of the decision-making and did not feel that they were .	NOUN	4	part	something determined in relation to something that includes it		1	body	an active and influential participant in the decision-making process
crs-fragment01 75	1	I had to fight every step of the way for this .	NOUN	5	step	any maneuver made as part of progress toward a goal		1	journey	progress toward achieving a goal or overcoming difficulties in a challenging process
crs-fragment01 75	1	I had to fight every step of the way for this .	NOUN	8	way	a line leading to a place or point		1	battle	the process or effort involved in achieving something difficult
ea7-fragment03 792	1	"The poem highlights two important twelfth-century developments : the use of force in punishing aristocratic crime ( the fruit of princely peace-keeping ) , and the increasing significance of siege-engines in warfare ."	NOUN	18	fruit	the consequence of some effort or action		1	fruit	the positive outcome or result of princely peace-keeping efforts
ea7-fragment03 799	1	"Henry II 's castle at Chinon , where the treasury of Anjou was situated , was the model for its generation , with its halls , upper chambers , tower , and curtain walling , set on a high point above a strategic crossing of the Loire ."	NOUN	20	generation	group of genetically related organisms constituting a single step in the line of descent		1		
ea7-fragment03 803	1	"Similarly , campaigning in the field imposed an increasing financial burden ."	NOUN	10	burden	an onerous or difficult concern		1	weight	the growing financial cost and pressure associated with campaigning in the field
ea7-fragment03 814	1	"Inevitably , therefore , war on the grand scale as fought by princes bore little resemblance in practice to the feuds of lesser men ."	NOUN	8	scale	relative magnitude		1	physical measurement	the magnitude or scope of war as conducted by princes
ea7-fragment03 815	1	"The divergence was sharpened by the application of a theoretical distinction , the fruit of Augustinian theology , amplified as the century went on by canon and Roman law reference ; princes pronounced their campaigns just wars ( fought against aggressors with the aim of re-establishing peace ) or public wars ( declared by a competent authority in the public interest ) , while they condemned the wars of lesser men as infractions of the peace ."	NOUN	13	fruit	the consequence of some effort or action		1	fruit	"the result or product of intellectual or theological labor, specifically a conceptual distinction developed within Augustinian theology"
ea7-fragment03 817	1	So it could be a powerful weapon .	NOUN	6	weapon	any instrument or instrumentality used in fighting or hunting		1	weapon	"a means or tool used to achieve a significant effect or advantage, especially in a strategic or competitive context"
ea7-fragment03 819	1	The contrast with the united front Louis VI and his troops presented to the emperor Henry V in 1124 was marked .	NOUN	5	front	a group of people with a common ideology who try together to achieve certain general goals		1	military formation	a unified and coordinated political or ideological stance presented by Louis VI and his troops in opposition to Emperor Henry V
ea7-fragment03 821	1	"This goes some way to explaining why the complicated campaigns within Toulouse in the second half of the century were largely fought out under the banners of the Angevin , Aragonese , and French kings ; and why the revolts of Henry II 's sons had widespread ramifications ."	NOUN	3	way	how a result is obtained or an end is achieved		1	path	the extent to which something contributes to an explanation or understanding
ea7-fragment03 824	1	"The pattern caused problems , in that the circumstances which might trigger off renewed fighting were unpredictable ; yet the moment an opportunity offered , princes had to be prepared for invading their enemies ; there was no time for lengthy preparation ."	NOUN	1	pattern	a customary way of operation or behavior		1		
ea7-fragment03 827	1	"John of Marmoutier 's life of Geoffrey le Bel offers a glimpse of how strong bonds were created between the prince and his followers within the household , and how a high level of training was maintained at all times ."	NOUN	11	glimpse	a quick look		1	light	a brief insight or partial understanding into the nature of the relationships and training within the prince's household
ea7-fragment03 827	1	"John of Marmoutier 's life of Geoffrey le Bel offers a glimpse of how strong bonds were created between the prince and his followers within the household , and how a high level of training was maintained at all times ."	NOUN	15	bonds	a connection based on kinship or marriage or common interest		1	chains	strong interpersonal relationships and loyalties between the prince and his followers
ea7-fragment03 831	1	"It was within this kind of environment that chivalry flourished , that young men learned to identify , their vassalage towards their lord as a symbol of their honour , that they debated the relative merits of Roland 's and Oliver 's way of displaying loyalty ; and that they learned the finer points of jousting ."	NOUN	25	symbol	an arbitrary sign (written or printed) that has acquired a conventional significance		1	object	"the act of vassalage or service to a lord, which is conceptualized as representing or embodying honor rather than being merely a practical or political obligation"
ea7-fragment03 834	1	that of an instruction in the martial arts compatible with the maintenance of a prince 's peace ; that of an outlet for competitive instincts within the claustrophobic confines of a court ; and that of display to maintain princely social status .	NOUN	21	outlet	activity that frees or expresses creative energy or emotion		1	valve	a socially acceptable means of expressing or releasing competitive impulses in the restricted environment of a court
ea7-fragment03 837	1	All this formed a background to the first century of crusading ; and it goes some way to explaining the more secular aspects of the magnetism which drew French knights to take up the cross in their thousands .	NOUN	4	background	information that is essential to understanding a situation or problem		1	background	the historical and social conditions that contextualize and influence the phenomenon of crusading
ea7-fragment03 837	1	All this formed a background to the first century of crusading ; and it goes some way to explaining the more secular aspects of the magnetism which drew French knights to take up the cross in their thousands .	NOUN	25	magnetism	attraction for iron; associated with electric currents as well as magnets; characterized by fields of force		1	magnetism	"the powerful, compelling appeal or attraction that motivated French knights to join the Crusades"
ea7-fragment03 843	1	"Yet for them crusading necessitated no large leap of the imagination , no millenarian vision ; it was simply a challenging and a deserving extension of their everyday activities ."	NOUN	14	vision	the formation of a mental image of something that is not perceived as real and is not present to the senses		1	sight	"a grand, idealistic, or transformative future scenario that inspires action"
ea7-fragment03 843	1	"Yet for them crusading necessitated no large leap of the imagination , no millenarian vision ; it was simply a challenging and a deserving extension of their everyday activities ."	NOUN	24	extension	act of expanding in scope; making more widely available		1	physical space	continuation or expansion of familiar practices into new but related areas
ea7-fragment03 845	1	"While Raymond of Toulouse remained in Outremer , Stephen and Hugh disgraced themselves in escaping from the siege of Antioch , and Robert Curthose , no matter how gallant , at least in his lifetime failed to impress , Robert II 's prestige soared to the skies ."	NOUN	46	skies	the atmosphere and outer space as viewed from the earth		1	skies	the highest level of reputation or acclaim
ea7-fragment03 847	1	"Outside Flanders , Robert 's sister 's marriage to Roger of Sicily was a mark of his new position in the world ; like Louis VI 's sister 's marriage to Bohemond of Antioch , it stretched French kinship connections into the new Norman colonies , ensuring that travellers from the homeland would find a welcome in those distant parts ."	NOUN	18	position	the relative position or standing of things or especially persons in a society		1	location	social status or political standing in the medieval European aristocratic hierarchy
ea7-fragment03 854	1	For other French houses a commitment to Outremer often represented a sacrifice of domestic political interest .	NOUN	11	sacrifice	the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.		1	religious offering	the act of giving up domestic political interests for the sake of involvement in Outremer
ea7-fragment03 862	1	"On occasion , their determination to sacrifice for Christ played directly into their overlord 's hands , as when the count of La Marche , who had no direct heir , sold his county to King Henry II in 1177 ."	NOUN	15	hands	(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child		1	hands	"advantage or benefit (i.e., the situation worked to the overlord's benefit, as if it were a strategic gain in a game or conflict)"
ea7-fragment03 863	1	"When it did not , accompanying their princes in a joint crusading venture , as the lord of Amboise accompanied Fulk V or Hugh VI de Lusignan William IX , created new personal links ."	NOUN	33	links	a channel for communication between groups		1	chains	"personal relationships or connections formed through shared endeavors, particularly among nobles in historical contexts"
ea7-fragment03 864	1	The political spin-offs from crusading are therefore more difficult to calculate than at first glance they might appear .	NOUN	2	spin-offs	spin-offs		1	offspring	unintended political consequences or secondary effects resulting from crusading efforts
ea7-fragment03 868	1	His noble gesture appeased those churchmen who had been appalled by his early obstinacy over the archbishopric of Bourges .	NOUN	2	gesture	something done as an indication of intention		1		
ea7-fragment03 874	1	"The great joint expeditions , the combined leaderships , although not without friction , had been justified by their outstanding achievement , the conquest and maintenance of Jerusalem ."	NOUN	12	friction	a state of conflict between persons		1	physical resistance	interpersonal conflict or tension in collaborative relationships
ea7-fragment03 878	1	"In taking his place at the head of the Second Crusade , the Rex Francorum decisively hastened the transformation of the Franks into the French ."	NOUN	6	head	the front of a military formation or procession		1	head	position of leadership or prominence in a movement or group
ew1-fragment01 2	1	Few contemporaries would have expected Balfour 's retirement to lead to a Unionist recovery .	NOUN	9	lead	evidence pointing to a possible solution		1	journey	result in or cause to follow a particular course of development
ew1-fragment01 2	1	Few contemporaries would have expected Balfour 's retirement to lead to a Unionist recovery .	NOUN	13	recovery	return to an original state		1	health	resurgence or improvement in political strength and popularity of the Unionist party following a period of decline
ew1-fragment01 3	1	The party was in a mutinous condition in November 1911 and there was no apparent successor who would have even half of Balfour 's political gifts .	NOUN	25	gifts	something acquired without compensation		1	treasures	innate political talents or abilities
ew1-fragment01 6	1	The shock caused by Balfour 's going thus did something to steady the party and it certainly produced a real determination to settle the affairs of the party with less friction than had been fashionable of late .	NOUN	30	friction	a state of conflict between persons		1	physical resistance	interpersonal conflict or disagreement within the party
ew1-fragment01 12	1	Long was supported by the bulk of the English county members but by few of the party 's men of talent .	NOUN	5	bulk	the property resulting from being or relating to the greater in number of two parts; the main part		1	mass	the majority or largest portion of the English county members
ew1-fragment01 15	1	Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .	NOUN	3	way	how a result is obtained or an end is achieved		1	path	a solution or strategic course of action that resolves a political deadlock by enabling Law's unanimous election through the withdrawal of competing candidates
ew1-fragment01 15	1	Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .	NOUN	47	mess	a state of confusion and disorderliness		1	mess	failure or incompetence in leadership that would discredit Long and create an opportunity for Chamberlain to regain power
ew1-fragment01 48	1	"\\""In the long debates over Marconi in 1913 and over the Curragh \\""\\"" mutiny \\""\\"" in 1914 Law was able to nail Asquith 's evasions where a more polished stylist might have been foiled .\\"""	NOUN	21	nail	a former unit of length for cloth equal to 1/16 of a yard		1	nail	decisively expose or refute someone's evasions or deceptive arguments
ew1-fragment01 49	1	"Occasionally , in the onrush of pursuit , he gave commitments that were later regretted , but these were a small price to pay ."	NOUN	6	pursuit	the act of pursuing in an effort to overtake or capture		1	hunting	"the intense effort to achieve or obtain something, often in a competitive or urgent context"
ew1-fragment01 49	1	"Occasionally , in the onrush of pursuit , he gave commitments that were later regretted , but these were a small price to pay ."	NOUN	21	price	value measured by what must be given or done or undergone to obtain something		1	price	"the negative consequences or costs (such as regrettable commitments) incurred as a result of intense pursuit, viewed metaphorically as a transactional expense worth accepting for the greater benefit"
ew1-fragment01 50	1	"\\""The Unionist recovery was built around Law 's leadership , but what Asquith called the \\""\\"" new style \\""\\"" of obstruction , threats and offensive behaviour did not originate with Law .\\"""	NOUN	20	obstruction	getting in someone's way		1	blockade	"the use of aggressive parliamentary tactics, such as threats and offensive behavior, to hinder or delay political progress"
ew1-fragment01 52	1	"It was in June 1911 that the first scenes of disorder were mounted in the House of Commons , led by Lord Hugh Cecil ."	NOUN	8	scenes	a situation treated as an observable object		1	theater	instances of political disruption or chaotic events in the House of Commons
ew1-fragment01 53	1	"In August 1911 the diehard peers used language as violent as any that Law was to use later , and in the crucial decision on the House of Lords Law sided with the hedgers rather than the ditchers ."	NOUN	37	ditchers	ditchers		1	ditchers	"those who take an extreme or uncompromising stance, willing to go to great lengths (such as destroying the existing system) to achieve their goals"
ew1-fragment01 55	1	"Before he succeeded Balfour then , Law was not associated with any of the features that were to characterize his party leadership ; his contribution was to use the leadership in the service of all of these causes , to make himself the spokesman for the most spirited sections of the party ."	NOUN	32	service	an act of help or assistance		1	military service	the role of leadership as a form of dedication and active support for the party's causes
ew1-fragment01 56	1	Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .	NOUN	26	head	a person who is in charge		1	head	the position of leadership or central coordination among conflicting groups
ew1-fragment01 56	1	Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .	NOUN	30	elements	an abstract part of something		1	elements	conflicting or opposing groups within a political or social body
ew1-fragment01 57	1	"Their respective positions explain this in part : as ex-Prime Minister and a considerable figure in his own right , Balfour had the confidence to believe in his own judgement even when isolated from the bulk of the party ; as the tertium quid in the recent contest , Law had neither the weight nor the confidence to take such a detached view ."	NOUN	53	weight	the relative importance granted to something		1	physical weight	authority or influence derived from one's position or standing in a group
ew1-fragment01 58	1	"His strategy was rather to canalize the enthusiasm of the diehards into party channels , to articulate their views , and to create unity from the sense of movement ."	NOUN	13	channels	(often plural) a means of communication or access		1	waterway	structured pathways within the party for directing energy and communication
ew1-fragment01 58	1	"His strategy was rather to canalize the enthusiasm of the diehards into party channels , to articulate their views , and to create unity from the sense of movement ."	NOUN	28	movement	a group of people with a common ideology who try together to achieve certain general goals		1	physical motion	"a collective political or social effort characterized by energy, direction, and shared purpose"
ew1-fragment01 66	1	"In later conversations about Ulster , Law was frank enough to point out that bloodshed in Ulster would be the best way of ensuring an electoral landslide for the Unionists ."	NOUN	26	landslide	an overwhelming electoral victory		1	landslide	an overwhelming electoral victory
ew1-fragment01 68	1	"From the party viewpoint Law 's methods were successful but dangerous ; expectations raised when the party was in full cry were not easily set aside for an eventual compromise , and the only outcome that would fully vindicate the methods was the recovery of power ."	NOUN	43	recovery	the act of regaining or saving something lost (or in danger of becoming lost)		1	physical retrieval	regaining political power or control after a period of loss or opposition
ew1-fragment01 70	1	In parliament there would be a carefully organized campaign of resistance that would at least slow the government down and raise Unionist morale .	NOUN	8	campaign	a series of actions advancing a principle or tending toward a particular end		1	military	a coordinated political effort to resist government actions and boost Unionist confidence
ew1-fragment01 71	1	"Improved morale would also make possible organizational advances outside parliament , all linked to the issue of Ulster , and with the sights fixed firmly on the next election , an election that would make or break the Union , the Empire and Law 's leadership of the party ."	NOUN	22	sights	anything that is seen		1	sights	"focus or attention directed toward a goal (specifically, the political objective of the next election)"
ew1-fragment01 72	1	"\\""All was linked to the sense of a new departure , a \\""\\"" new style \\""\\"" , a \\""\\"" new regime in politics \\""\\"" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new Chief Whip , Party Chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of Whips and organizers .\\"""	NOUN	9	departure	a variation that deviates from the standard or norm		1	journey	a significant political change or the beginning of a new era in politics
ew1-fragment01 72	1	"\\""All was linked to the sense of a new departure , a \\""\\"" new style \\""\\"" , a \\""\\"" new regime in politics \\""\\"" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new Chief Whip , Party Chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of Whips and organizers .\\"""	NOUN	27	team	a cooperative unit (especially in sports)		1	sports	a group of political operatives and leaders responsible for managing and coordinating the party’s activities and discipline
ew1-fragment01 73	1	Party organization provided the easiest advances because it was the only area entirely under the party 's control .	NOUN	11	area	a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)		1	area	domain of activity or sphere of influence
ew1-fragment01 90	1	"To pay for this outpouring , a great drive was mounted for additional income -by Farquhar and Steel-Maitland ."	NOUN	8	drive	a series of actions advancing a principle or tending toward a particular end		1	vehicle	"a coordinated effort or campaign to achieve a goal (in this case, raising additional income)"
ew1-fragment01 92	1	"The method adopted was to canvass for capital donations that could then be invested to bring in a regular income , and both Balfour and Law were used to raise the wind ."	NOUN	31	wind	a tendency or force that influences events		1	wind	"financial resources or funds that need to be gathered or generated, especially through fundraising efforts"
ew1-fragment01 98	1	Under Malcolm Fraser the party began to make effective use of its support in Fleet Street .	NOUN	12	support	something providing immaterial assistance to a person or cause or interest		1		
ew1-fragment01 101	1	This was the essence of the problem : the press could only be managed by someone who knew their methods and who would not expect them to come round to Central Office to search for news .	NOUN	3	essence	the choicest or most essential or most vital part of some idea or experience		1	liquid	the most fundamental and defining aspect of the problem
ew1-fragment01 103	1	In many quarters it is asserted that the Unionist Press are treated with greater courtesy by the Radicals than by their own side . '	NOUN	2	quarters	one of the four major division of the compass		1	regions	groups of people or sectors of society
ew1-fragment01 113	1	"The other side of press management , depending on informal contacts , is less easy to assess ."	NOUN	2	side	an aspect of something (as contrasted with some other implied aspect)		1	side	an aspect or dimension of press management that relies on informal contacts
ew1-fragment01 116	1	"Law personally conducted the negotiations with Gardner Sinclair over the sale of the Observer and the Pall Mall Gazette in 1914 ; this negotiation also demonstrates that , as well as producing information and nursing editors , the party had to work hard to keep some of the newspapers in business ."	NOUN	34	nursing	the work of caring for the sick or injured or infirm		1	caregiving	"supporting and nurturing editors through guidance, protection, or sustained attention to ensure their effectiveness and survival within the party's journalistic efforts"
ew1-fragment01 118	1	"Such investments had a double purpose , for they could bring in income and provide a political bonus ."	NOUN	17	bonus	an additional payment (or other remuneration) to employees as a means of increasing output		1	prize	a political advantage or benefit gained as a result of the investments
